,Network,avg_invasion_time_beta0.1,avg_invasion_time_beta0.05,avg_prop_infected_beta0.1,avg_prop_infected_beta0.05,no_invasion_beta0.1,no_invasion_beta0.05,Fiedler,Adj_val,Rnot,network_size,most_infected_node,Modularity,Mean_degree,Centrality,transitivity.gcc_s..type....global..,Diameter
1,aves_barn_swallow_contact_network,2.693877551,5.0375,0.25090036,0.669852941,51,20,0.735768791,7.407419963,0.134999771,17,3,0.175685297,0.389705882,7.407419963,0.47277937,4
2,aves_weaver_social_04,3.058823529,5.833333333,0.264705882,0.558333333,83,40,0.295986931,4.26465208,0.234485717,10,8,0.397506925,0.422222222,4.26465208,0.775862069,4
3,aves_weaver_social_05,3.588235294,5.985074627,0.248868778,0.460390356,83,33,0.171206681,4.115556628,0.242980498,13,1,0.425207756,0.243589744,4.115556628,0.634615385,6
4,aves_weaver_social_06,2.542857143,3.057471264,0.239097744,0.619479734,65,13,0.37356353,7.770648666,0.128689385,19,3,0.389282227,0.374269006,7.770648666,0.753731343,4
5,aves_weaver_social_07,3.3,5.386363636,0.52,0.781818182,90,56,2,3.323404276,0.300896285,5,2,0,0.8,3.323404276,0.789473684,2
6,aves_weaver_social_08,2.746031746,2.815217391,0.244897959,0.679736025,37,8,1.629160029,9.91958892,0.100810629,28,23,0.297958412,0.304232804,9.91958892,0.560856865,3
7,aves_weaver_social_09,2.714285714,3.871428571,0.3125,0.733333333,72,30,0.926274144,6.759785131,0.147933696,12,8,0.152777778,0.545454545,6.759785131,0.695652174,3
8,aves_weaver_social_10,2.823529412,6.578125,0.176470588,0.404017857,83,36,0.182175588,4.259083762,0.234792283,14,2,0.38875,0.21978022,4.259083762,0.55,6
9,aves_weaver_social_11,3.034482759,3.051546392,0.150512582,0.52438005,42,3,0.114868924,8.155153974,0.122621842,37,29,0.477249063,0.147147147,8.155153974,0.503816794,7
10,aves_weaver_social_12,3,3.617021277,0.197200243,0.55730954,47,6,0.332273562,8.713098945,0.114769728,31,24,0.395725154,0.195698925,8.713098945,0.557926829,6
11,aves_weaver_social_13,2.490566038,2.835164835,0.277428372,0.643060643,47,9,0.369790128,11.93399053,0.083794268,27,14,0.227073381,0.321937322,11.93399053,0.726739313,6
12,aves_weaver_social_14,2.628571429,3.929824561,0.418181818,0.728867624,65,43,2.941186416,7.456624992,0.13410893,11,1,0.049515235,0.690909091,7.456624992,0.764940239,2
13,aves_weaver_social_15,2.75,6.063492063,0.33,0.66031746,80,37,0.969890492,6.09209043,0.164147268,10,8,0.036242604,0.577777778,6.09209043,0.717391304,3
14,aves_weaver_social_16,4.095238095,3.316326531,0.146081349,0.499681122,37,2,0.272386333,9.289051207,0.107653621,64,24,0.549267452,0.087797619,9.289051207,0.477532369,6
15,aves_weaver_social_17,3.181818182,5.735294118,0.378787879,0.676470588,89,66,1,3.261802245,0.306578978,6,1,0.166666667,0.6,3.261802245,0.714285714,2
16,aves_weaver_social_18,2.5,7.685714286,0.404761905,0.723809524,86,65,1,4.051374242,0.246829826,6,3,0.033057851,0.733333333,4.051374242,0.882352941,2
17,aves_weaver_social_19,2.954545455,3.620253165,0.342245989,0.725986597,56,21,2.645817297,9.429561197,0.106049473,17,10,0.161674271,0.522058824,9.429561197,0.679802956,2
18,aves_weaver_social_20,2.9,3.616438356,0.346428571,0.770058708,60,27,3.6126504,9.533422492,0.104894124,14,9,0.132023933,0.681318681,9.533422492,0.797752809,2
19,aves_weaver_social_21,2.485714286,2.986842105,0.367346939,0.757518797,65,24,3.475528595,9.034895489,0.110681967,14,10,0.091409037,0.637362637,9.034895489,0.728033473,2
20,aves_weaver_social_22,3.176470588,4.086419753,0.204248366,0.560699588,49,19,0.517467052,7.210095518,0.138694418,24,23,0.355228928,0.224637681,7.210095518,0.544080605,4
21,aves_wildbird_network_1,2.11,2.03,0.421679389,0.776564885,0,0,0.044331295,33.22709409,0.030095921,131,113,0.551513906,0.169583089,33.22709409,0.685667793,6
22,aves_wildbird_network_2,2.051020408,2.21,0.544425087,0.802317073,2,0,0.944366693,37.73192358,0.026502757,82,7,0.202335817,0.352303523,37.73192358,0.639815007,3
23,aves_wildbird_network_3,2.071428571,2.03,0.42095886,0.732936508,2,0,0.476941021,42.10728445,0.02374886,126,76,0.336621457,0.205079365,42.10728445,0.68202765,6
24,aves_wildbird_network_4,2.030927835,2,0.575324243,0.815698925,3,0,1.655735073,48.76288679,0.020507399,93,83,0.143560657,0.394810659,48.76288679,0.716316652,4
25,aves_wildbird_network_5,2.01,2,0.50937931,0.782137931,0,0,0.847557873,53.93080581,0.018542278,145,81,0.323025513,0.240613027,53.93080581,0.711056259,4
26,aves_wildbird_network_6,2,2,0.540955882,0.811102941,0,0,0.906801959,60.41345515,0.016552604,136,117,0.258474794,0.304793028,60.41345515,0.767340615,4
27,aves_wildbird_network,2.01,2,0.555643564,0.821881188,0,0,1.296632339,72.92494172,0.01371273,202,89,0.303643084,0.225309098,72.92494172,0.702732867,4
28,fish_guppy_familiar_1,3,5.225,0.486111111,0.804166667,88,60,6,5,0.2,6,2,0,1,5,1,1
29,fish_guppy_familiar_10,2.083333333,4.568181818,0.472222222,0.746212121,88,56,6,5,0.2,6,2,0,1,5,1,1
30,fish_guppy_familiar_2,2.230769231,5.114285714,0.461538462,0.738095238,87,65,6,5,0.2,6,2,0,1,5,1,1
31,fish_guppy_familiar_4,2.583333333,4.958333333,0.458333333,0.798611111,88,52,6,5,0.2,6,2,0,1,5,1,1
32,fish_guppy_familiar_5,2.714285714,4.487804878,0.452380952,0.845528455,86,59,6,5,0.2,6,2,0,1,5,1,1
33,fish_guppy_familiar_6,2.8,5.069767442,0.544444444,0.790697674,85,57,6,5,0.2,6,2,0,1,5,1,1
34,fish_guppy_familiar_7,2.714285714,4.622222222,0.464285714,0.766666667,86,55,6,5,0.2,6,2,0,1,5,1,1
35,fish_guppy_familiar_8,2.8,5.697674419,0.483333333,0.779069767,90,57,6,5,0.2,6,2,0,1,5,1,1
36,fish_guppy_familiar_9,2.583333333,4.130434783,0.444444444,0.829710145,88,54,6,5,0.2,6,2,0,1,5,1,1
37,fish_stickleback_group_1,2.675675676,3.203389831,0.459459459,0.783050847,63,41,10,9,0.111111111,10,2,0,1,9,1,1
38,fish_stickleback_group_2,3.15625,3.606060606,0.475,0.834848485,68,34,10,9,0.111111111,10,2,0,1,9,1,1
39,fish_stickleback_group_3,2.676470588,3.25,0.444117647,0.798214286,66,44,10,9,0.111111111,10,2,0,1,9,1,1
40,fish_stickleback_group_4,2.78125,3.385714286,0.43125,0.822857143,68,30,10,9,0.111111111,10,2,0,1,9,1,1
41,fish_stickleback_group_5,2.806451613,3.24137931,0.419354839,0.806896552,69,42,10,9,0.111111111,10,2,0,1,9,1,1
42,fish_stickleback_group_6,2.633333333,3.616666667,0.476666667,0.803333333,70,40,10,9,0.111111111,10,2,0,1,9,1,1
43,fish_stickleback_group_7,2.741935484,3.078125,0.403225806,0.8234375,69,36,10,9,0.111111111,10,2,0,1,9,1,1
44,insecta_ant_colony1_day01,2,2,0.783766872,0.944690265,1,0,37.84823287,82.7382177,0.012086313,113,60,0.13891344,0.719026549,82.7382177,0.785725994,2
45,insecta_ant_colony1_day02,2,2,0.775811209,0.94,1,0,25.96124586,83.66146765,0.011952934,113,30,0.130599777,0.722661188,83.66146765,0.79731615,2
46,insecta_ant_colony1_day03,2,2,0.774867257,0.938584071,0,0,22.99494099,82.78558123,0.012079398,113,18,0.132560541,0.708438685,82.78558123,0.798995882,3
47,insecta_ant_colony1_day04,2,2,0.762389381,0.935575221,0,0,22.21180312,75.71876326,0.013206766,113,108,0.17438092,0.646965866,75.71876326,0.752609367,3
48,insecta_ant_colony1_day05,2,2,0.757699115,0.93619469,0,0,23.40736832,76.637265,0.013048482,113,11,0.163493618,0.655657396,76.637265,0.754118406,2
49,insecta_ant_colony1_day06,2,2,0.758648431,0.930353982,1,0,20.58559092,79.25643489,0.012617272,113,31,0.141569355,0.673040455,79.25643489,0.774228764,3
50,insecta_ant_colony1_day07,2,2,0.756460177,0.930707965,0,0,21.96799071,75.48331701,0.01324796,113,29,0.165655382,0.644279393,75.48331701,0.746080139,3
51,insecta_ant_colony1_day08,2,2,0.757933315,0.935752212,1,0,22.48972979,75.84828425,0.013184214,113,108,0.151402517,0.644121365,75.84828425,0.74709243,3
52,insecta_ant_colony1_day09,2,2,0.752920354,0.933097345,0,0,24.47303739,76.69639259,0.013038423,113,32,0.158314713,0.652338812,76.69639259,0.755793735,3
53,insecta_ant_colony1_day10,2,2,0.745044248,0.92840708,0,0,24.18511727,73.51890766,0.013601943,113,68,0.1730364,0.623103666,73.51890766,0.736104768,3
54,insecta_ant_colony1_day11,2,2,0.723185841,0.926814159,0,0,19.98609969,65.38206752,0.015294714,113,63,0.204743022,0.545828066,65.38206752,0.681601283,3
55,insecta_ant_colony1_day12,2,2,0.742020202,0.931717172,0,0,19.61727773,68.84048095,0.014526337,99,76,0.117286225,0.66955267,68.84048095,0.755794085,2
56,insecta_ant_colony1_day13,2.01,2,0.736868687,0.92969697,0,0,19.97490383,68.99451429,0.014493906,99,67,0.126973759,0.670377242,68.99451429,0.762805898,2
57,insecta_ant_colony1_day14,2,2,0.751147842,0.934444444,1,0,25.20113404,71.60470571,0.013965563,99,95,0.113131763,0.700680272,71.60470571,0.778479667,3
58,insecta_ant_colony1_day15,2,2,0.750909091,0.929191919,0,0,22.46400769,69.67429512,0.014352495,99,54,0.132324933,0.680478252,69.67429512,0.76999505,2
59,insecta_ant_colony1_day16,2,2,0.754586683,0.92959596,2,0,23.71222778,71.57369477,0.013971613,99,81,0.122060418,0.700267986,71.57369477,0.785286227,2
60,insecta_ant_colony1_day17,2,2,0.756249362,0.937070707,1,0,26.37609757,70.54055895,0.014176242,99,98,0.123730187,0.688930118,70.54055895,0.775867192,2
61,insecta_ant_colony1_day18,2,2,0.758392001,0.933737374,1,0,26.95291822,71.8507534,0.013917739,99,69,0.111479424,0.705627706,71.8507534,0.779213543,2
62,insecta_ant_colony1_day19,2,2,0.736969697,0.926767677,0,0,23.07969953,68.15406385,0.014672639,99,78,0.134612689,0.65883323,68.15406385,0.762512954,2
63,insecta_ant_colony1_day20,2,2,0.738484848,0.928989899,0,0,22.64432044,66.73465131,0.014984719,99,25,0.160516636,0.64873222,66.73465131,0.753014265,3
64,insecta_ant_colony1_day21,2,2,0.747168656,0.93010101,1,0,23.72825921,69.37277027,0.014414878,99,54,0.139173897,0.673263245,69.37277027,0.773975366,2
65,insecta_ant_colony1_day22,2,2,0.713520408,0.92225,2,0,22.20859558,58.84437257,0.016993978,80,24,0.103354446,0.718037975,58.84437257,0.784348223,2
66,insecta_ant_colony1_day23,2.01,2,0.71425,0.925375,0,0,19.90595077,58.40141634,0.017122872,80,2,0.104909074,0.710759494,58.40141634,0.782105516,2
67,insecta_ant_colony1_day24,2,2,0.723840206,0.933875,3,0,22.64950307,61.34773132,0.016300521,80,15,0.09635176,0.750632911,61.34773132,0.81492456,2
68,insecta_ant_colony1_day25,2,2,0.701804124,0.918375,3,0,19.53591969,55.26260896,0.018095418,80,55,0.122022635,0.669936709,55.26260896,0.748863419,2
69,insecta_ant_colony1_day26,2.02020202,2,0.701388889,0.918375,1,0,15.13545631,55.98178217,0.017862954,80,70,0.119558379,0.676265823,55.98178217,0.761381355,3
70,insecta_ant_colony1_day27,2,2,0.697164948,0.914,3,0,14.98082678,53.43519431,0.018714258,80,17,0.146874582,0.636075949,53.43519431,0.75581473,2
71,insecta_ant_colony1_day28,2.010309278,2.01,0.712371134,0.918,3,0,9.789613021,56.58518598,0.01767247,80,39,0.117153941,0.678164557,56.58518598,0.775929558,3
72,insecta_ant_colony1_day29,2,2,0.707575758,0.92025,1,0,4.932012842,58.4159707,0.017118606,80,11,0.1163061,0.702848101,58.4159707,0.796519853,3
73,insecta_ant_colony1_day30,2,2,0.70369898,0.917125,2,0,11.81025547,58.40392558,0.017122137,80,66,0.109760166,0.702531646,58.40392558,0.795957326,2
74,insecta_ant_colony1_day31,2.01,2,0.673875,0.905125,0,0,8.704015672,50.30653859,0.019878132,80,12,0.153356198,0.59556962,50.30653859,0.717568666,3
75,insecta_ant_colony1_day32,2.052631579,2.02,0.642669173,0.893571429,5,0,1.982478679,40.91554337,0.02444059,56,31,0.089938137,0.707792208,40.91554337,0.786300614,3
76,insecta_ant_colony1_day33,2.020618557,2,0.638991163,0.883571429,3,0,0.997205408,40.7520795,0.024538625,56,21,0.090429512,0.702597403,40.7520795,0.787909788,3
77,insecta_ant_colony1_day34,2.010309278,2.01,0.65224595,0.891607143,3,0,0.997652594,42.28687791,0.023647998,56,5,0.081617362,0.725974026,42.28687791,0.819812793,3
78,insecta_ant_colony1_day35,2.010526316,2.02,0.665225564,0.904821429,5,0,3.901998883,45.22965212,0.02210939,56,4,0.063089953,0.785714286,45.22965212,0.862958394,3
79,insecta_ant_colony1_day36,2.030927835,2.02,0.64488218,0.883392857,3,0,1.921466459,41.4514566,0.024124605,56,32,0.086398201,0.703246753,41.4514566,0.819474986,3
80,insecta_ant_colony1_day37,2.032258065,2.02,0.667839687,0.903090909,7,0,10.5826665,43.77224985,0.022845524,55,33,0.074632503,0.77979798,43.77224985,0.848659894,2
81,insecta_ant_colony1_day38,2,2.01,0.645706687,0.888214286,6,0,0.989791667,42.72092638,0.023407732,56,7,0.073999033,0.736363636,42.72092638,0.822650205,3
82,insecta_ant_colony1_day39,2.044444444,2.04,0.651919192,0.897818182,10,0,7.263239802,41.92351446,0.023852962,55,22,0.07475295,0.744781145,41.92351446,0.813247023,2
83,insecta_ant_colony1_day40,2.030612245,2.01,0.662894249,0.908363636,2,0,6.888624129,41.34300842,0.024187887,55,4,0.083182241,0.736700337,41.34300842,0.800584319,2
84,insecta_ant_colony1_day41,2.043956044,2.01,0.671128871,0.905090909,9,0,11.4893385,42.50561904,0.023526301,55,7,0.086185836,0.76026936,42.50561904,0.821132833,2
85,insecta_ant_colony1,2,2,0.786978508,0.949646018,2,0,66.78303082,108.5973658,0.009208326,113,10,0.012786506,0.96602402,108.5973658,0.973197061,2
86,insecta_ant_colony2_day01,2,2,0.788778626,0.944045802,0,0,24.57926327,103.5645786,0.009655811,131,77,0.081909417,0.774045802,103.5645786,0.8279649,2
87,insecta_ant_colony2_day02,2,2,0.793970237,0.942442748,1,0,19.53590753,102.0757456,0.009796647,131,108,0.087730166,0.759130945,102.0757456,0.821801715,2
88,insecta_ant_colony2_day03,2,2,0.788091603,0.943740458,0,0,36.20919834,102.1408851,0.009790399,131,100,0.08309183,0.763006459,102.1408851,0.816920259,2
89,insecta_ant_colony2_day04,2,2,0.790152672,0.93778626,0,0,18.70030824,98.30184786,0.010172749,131,37,0.100770205,0.727891955,98.30184786,0.799057949,2
90,insecta_ant_colony2_day05,2,2,0.789465649,0.942748092,0,0,17.71612116,94.5324335,0.01057838,131,17,0.099191283,0.695948326,94.5324335,0.773071547,3
91,insecta_ant_colony2_day06,2,2,0.784198473,0.936946565,0,0,17.24483866,95.05235222,0.010520518,131,101,0.106098599,0.69994128,95.05235222,0.776963011,2
92,insecta_ant_colony2_day07,2,2,0.781603053,0.939694656,0,0,9.80174851,100.3996086,0.009960198,131,103,0.077212392,0.739048738,100.3996086,0.813890612,3
93,insecta_ant_colony2_day08,2,2,0.78519084,0.938854962,0,0,19.88694817,97.278293,0.010279786,131,41,0.087037307,0.713799178,97.278293,0.796199069,3
94,insecta_ant_colony2_day09,2,2,0.788015267,0.944732824,0,0,23.81488993,101.1017193,0.009891029,131,113,0.079317727,0.748678802,101.1017193,0.81701575,2
95,insecta_ant_colony2_day10,2,2,0.77480916,0.931450382,0,0,11.93276049,92.51963243,0.010808517,131,47,0.109579905,0.666940693,92.51963243,0.777582934,3
96,insecta_ant_colony2_day11,2,2,0.781679389,0.930534351,0,0,18.94218307,92.11487217,0.01085601,131,117,0.097018587,0.669876688,92.11487217,0.761721909,3
97,insecta_ant_colony2_day12,2,2,0.755765766,0.928378378,0,0,13.86352566,72.93593833,0.013710662,111,18,0.129135478,0.623751024,72.93593833,0.730541973,3
98,insecta_ant_colony2_day13,2,2,0.751842752,0.927837838,1,0,15.83361725,74.79046629,0.013370688,111,102,0.128591969,0.643570844,74.79046629,0.742778899,3
99,insecta_ant_colony2_day14,2,2,0.751711712,0.927297297,0,0,19.22668163,75.20784022,0.013296486,111,68,0.113464509,0.643734644,75.20784022,0.744268866,3
100,insecta_ant_colony2_day15,2,2,0.743963964,0.925855856,0,0,5.971437427,76.65790772,0.013044969,111,56,0.116588178,0.650614251,76.65790772,0.769198852,3
101,insecta_ant_colony2_day16,2,2,0.746486486,0.923513514,0,0,2.98557802,78.30615219,0.012770389,111,45,0.121837989,0.661916462,78.30615219,0.79359449,3
102,insecta_ant_colony2_day17,2,2,0.750540541,0.924774775,0,0,7.953938484,76.0428136,0.013150487,111,91,0.129998515,0.642260442,76.0428136,0.774605503,3
103,insecta_ant_colony2_day18,2,2,0.746756757,0.924504505,0,0,1.988189516,73.68647632,0.013571011,111,21,0.141180127,0.626535627,73.68647632,0.746730857,3
104,insecta_ant_colony2_day19,2.01,2,0.728378378,0.925855856,0,0,5.961731733,72.57333902,0.013779165,111,56,0.149465965,0.613104013,72.57333902,0.747522272,3
105,insecta_ant_colony2_day20,2,2,0.757117117,0.931801802,0,0,16.7314437,74.98927345,0.013335241,111,53,0.130427929,0.639148239,74.98927345,0.752243541,3
106,insecta_ant_colony2_day21,2,2,0.738918919,0.925405405,0,0,5.962026282,74.62838709,0.013399727,111,49,0.155769157,0.629484029,74.62838709,0.773495033,3
107,insecta_ant_colony2_day22,2,2,0.701851852,0.914555556,4,0,9.874385013,60.06048317,0.016649883,90,23,0.132559985,0.625967541,60.06048317,0.758599793,3
108,insecta_ant_colony2_day23,2.010204082,2,0.708843537,0.913333333,2,0,12.55130143,62.21685635,0.016072815,90,67,0.109341699,0.650436954,62.21685635,0.769393739,3
109,insecta_ant_colony2_day24,2,2,0.689786756,0.907333333,1,0,8.817694083,56.08707365,0.01782942,90,4,0.141864841,0.57752809,56.08707365,0.724379548,3
110,insecta_ant_colony2_day25,2.02,2,0.682222222,0.902111111,0,0,4.836429454,56.78377493,0.017610664,90,31,0.151283715,0.583270911,56.78377493,0.73479569,3
111,insecta_ant_colony2_day26,2,2,0.682359551,0.89752809,0,0,0.993847803,57.58989083,0.017364159,89,13,0.129750302,0.600357508,57.58989083,0.739405129,3
112,insecta_ant_colony2_day27,2,2,0.690674157,0.894606742,0,0,2.904742674,59.24313572,0.016879593,89,64,0.127038478,0.6113381,59.24313572,0.773018976,3
113,insecta_ant_colony2_day28,2.010309278,2,0.670805998,0.901818182,3,0,4.948728424,54.64438848,0.018300141,88,69,0.143240124,0.573406479,54.64438848,0.723444779,3
114,insecta_ant_colony2_day29,2.01010101,2,0.690387016,0.897752809,1,0,1.984633324,58.04496387,0.017228023,89,4,0.124930454,0.605975485,58.04496387,0.742175425,3
115,insecta_ant_colony2_day30,2.020408163,2,0.694805195,0.905795455,2,0,4.809768957,59.06023123,0.016931867,88,62,0.110706944,0.627220481,59.06023123,0.750356901,3
116,insecta_ant_colony2_day31,2,2,0.658505747,0.898177174,0,1,7.449014061,50.14267336,0.019943093,87,65,0.138148477,0.536754878,50.14267336,0.657722214,3
117,insecta_ant_colony2_day32,2.120879121,2.01010101,0.611595301,0.885579937,9,1,5.744489427,37.17621651,0.026898918,58,24,0.10879371,0.614035088,37.17621651,0.698726514,3
118,insecta_ant_colony2_day33,2.064516129,2.19,0.627919911,0.873275862,7,0,3.494744734,40.62885574,0.024613049,58,11,0.078188751,0.656987296,40.62885574,0.778106854,3
119,insecta_ant_colony2_day34,2.076923077,2.02,0.631299735,0.882068966,9,0,5.322829576,39.57028092,0.025271491,58,32,0.091510685,0.641863279,39.57028092,0.759167444,3
120,insecta_ant_colony2_day35,2.042553191,2.01,0.614636831,0.870172414,6,0,5.182100292,37.39538741,0.026741266,58,15,0.120810809,0.599516031,37.39538741,0.7346785,3
121,insecta_ant_colony2_day36,2.052631579,2.03,0.620689655,0.856724138,5,0,3.608728887,38.76572522,0.025795983,58,7,0.085652163,0.614035088,38.76572522,0.764887064,3
122,insecta_ant_colony2_day37,2.063157895,2.03,0.606352087,0.874655172,5,0,5.085252,34.546009,0.028946904,58,33,0.151075728,0.561403509,34.546009,0.680241571,3
123,insecta_ant_colony2_day38,2.043010753,2.03,0.60252132,0.859310345,7,0,3.328474147,37.11696402,0.026941859,58,16,0.098111431,0.582577132,37.11696402,0.743587507,3
124,insecta_ant_colony2_day39,2.095744681,2.05,0.578870139,0.869655172,6,0,4.274533302,33.24603475,0.030078775,58,28,0.156375341,0.531760436,33.24603475,0.672735061,3
125,insecta_ant_colony2_day40,2.064516129,2.06,0.603633667,0.86637931,7,0,5.06363181,33.77549169,0.029607267,58,4,0.142163478,0.541439806,33.77549169,0.677455932,3
126,insecta_ant_colony2_day41,2.108695652,2.02,0.613943028,0.875862069,8,0,5.546324716,34.67930681,0.02883564,58,13,0.138418314,0.56261343,34.67930681,0.675907548,3
127,insecta_ant_colony2,2,2,0.780992366,0.958931298,0,0,101.9569605,128.8836491,0.007758936,131,76,0,0.990839695,128.8836491,0.991892253,2
128,insecta_ant_colony3_day01,2,2,0.7719375,0.959125,0,0,56.9091232,140.7426616,0.007105166,160,44,0.041436275,0.875707547,140.7426616,0.895455094,2
129,insecta_ant_colony3_day02,2,2,0.7880625,0.953875,0,0,30.92483973,125.9919367,0.007937016,160,39,0.089092685,0.773899371,125.9919367,0.819775902,2
130,insecta_ant_colony3_day03,2,2,0.7835625,0.9448125,0,0,22.17809474,119.3221813,0.008380671,160,60,0.108986547,0.722562893,119.3221813,0.794626456,2
131,insecta_ant_colony3_day04,2,2,0.789625,0.9476875,0,0,31.89852627,117.3189832,0.00852377,160,4,0.11307441,0.714779874,117.3189832,0.778371169,2
132,insecta_ant_colony3_day05,2,2,0.7855,0.94275,0,0,17.70061073,114.9905814,0.008696364,160,143,0.117240959,0.69677673,114.9905814,0.769438612,3
133,insecta_ant_colony3_day06,2,2,0.788125,0.9459375,0,0,11.90068117,114.6361482,0.008723252,160,129,0.119226261,0.693632075,114.6361482,0.768413543,3
134,insecta_ant_colony3_day07,2,2,0.796625,0.94175,0,0,12.96513649,113.3002219,0.008826108,160,4,0.118238204,0.683176101,113.3002219,0.762485065,3
135,insecta_ant_colony3_day08,2,2,0.788301887,0.942327044,0,0,26.82078527,110.5892996,0.009042466,159,8,0.137197953,0.675264708,110.5892996,0.752637821,2
136,insecta_ant_colony3_day09,2,2,0.7845,0.9460625,0,0,3.992472037,115.3494475,0.008669309,160,68,0.117396297,0.698349057,115.3494475,0.772847621,3
137,insecta_ant_colony3_day10,2,2,0.783584906,0.94672956,0,0,17.96260415,116.7587567,0.008564668,159,154,0.122390026,0.720165592,116.7587567,0.778270586,2
138,insecta_ant_colony3_day11,2,2,0.7940625,0.935625,0,0,3.992930349,109.8888506,0.009100104,160,9,0.142962764,0.664386792,109.8888506,0.748218434,3
139,insecta_ant_colony3_day12,2,2,0.78212766,0.93858156,0,0,18.72002557,95.36442785,0.01048609,141,24,0.146340455,0.648834853,95.36442785,0.745852782,3
140,insecta_ant_colony3_day13,2,2,0.788085106,0.938723404,0,0,12.95544738,96.13750084,0.010401768,141,29,0.151836182,0.656231003,96.13750084,0.75140065,3
141,insecta_ant_colony3_day14,2,2,0.786241135,0.938794326,0,0,13.95223709,97.18352615,0.01028981,141,102,0.150727992,0.669402229,97.18352615,0.752003587,2
142,insecta_ant_colony3_day15,2,2,0.77822695,0.937943262,0,0,15.94479526,95.11239436,0.010513877,141,72,0.159186811,0.648733536,95.11239436,0.749922754,3
143,insecta_ant_colony3_day16,2,2,0.797021277,0.942340426,0,0,13.95256542,103.8612744,0.009628228,141,24,0.12538747,0.711752786,103.8612744,0.796056816,2
144,insecta_ant_colony3_day17,2,2,0.783333333,0.93929078,0,0,14.93210872,100.0254762,0.009997453,141,93,0.134310588,0.681965552,100.0254762,0.775137814,3
145,insecta_ant_colony3_day18,2,2,0.782836879,0.939432624,0,0,24.67773878,98.39653082,0.01016296,141,93,0.147351154,0.669604863,98.39653082,0.769912414,3
146,insecta_ant_colony3_day19,2,2,0.79,0.936524823,0,0,25.68752098,96.03538449,0.010412829,141,79,0.152268551,0.650151976,96.03538449,0.758336155,3
147,insecta_ant_colony3_day20,2,2,0.776241135,0.931205674,0,0,0.997819544,95.98595632,0.010418191,141,108,0.155243365,0.645187437,95.98595632,0.765667728,3
148,insecta_ant_colony3_day21,2,2,0.786285714,0.942857143,0,0,27.36845624,96.92513708,0.010317241,140,45,0.146755818,0.665981501,96.92513708,0.76171824,3
149,insecta_ant_colony3_day22,2,2,0.77426087,0.937217391,0,0,21.9083564,84.85999687,0.011784115,115,103,0.118792302,0.714569031,84.85999687,0.797336479,2
150,insecta_ant_colony3_day23,2,2,0.766782609,0.931217391,0,0,2.980645194,84.9386094,0.011773209,115,4,0.114798721,0.708924485,84.9386094,0.801708476,3
151,insecta_ant_colony3_day24,2,2,0.759913043,0.925826087,0,0,0.994690586,82.47516162,0.012124863,115,53,0.125317253,0.682990084,82.47516162,0.7886988,3
152,insecta_ant_colony3_day25,2,2,0.769130435,0.932086957,0,0,1.991445238,81.0739167,0.012334423,115,100,0.127306935,0.677345538,81.0739167,0.769170381,3
153,insecta_ant_colony3_day26,2,2,0.763478261,0.924434783,0,0,0.997179588,82.69988605,0.012091915,115,80,0.117732715,0.691838291,82.69988605,0.778075018,3
154,insecta_ant_colony3_day27,2,2,0.764426877,0.930173913,1,0,2.983156472,83.39621817,0.011990951,115,80,0.116826213,0.693363844,83.39621817,0.789930537,3
155,insecta_ant_colony3_day28,2,2,0.773391304,0.929913043,0,0,2.989386381,84.75164753,0.011799181,115,79,0.119272387,0.706941266,84.75164753,0.801178545,3
156,insecta_ant_colony3_day29,2.01,2,0.762,0.934695652,0,0,1.994057883,85.70094601,0.011668483,115,38,0.108090972,0.71624714,85.70094601,0.80283868,3
157,insecta_ant_colony3_day30,2,2,0.759947299,0.924608696,1,0,0.990596651,79.90711655,0.01251453,115,75,0.121835494,0.659191457,79.90711655,0.765382198,3
158,insecta_ant_colony3_day31,2,2,0.762956522,0.931826087,0,0,1.984707591,76.60500212,0.013053978,115,27,0.142356749,0.634782609,76.60500212,0.736575797,3
159,insecta_ant_colony3_day32,2.01010101,2,0.7364168,0.926736842,1,0,1.971035218,66.40715245,0.015058619,95,9,0.118369985,0.669652856,66.40715245,0.75969016,3
160,insecta_ant_colony3_day33,2,2,0.73312068,0.921368421,1,0,6.915484055,66.10182032,0.015128176,95,32,0.128338311,0.666741321,66.10182032,0.76182218,3
