,Network,avg_invasion_time_beta0.1,avg_invasion_time_beta0.05,avg_prop_infected_beta0.1,avg_prop_infected_beta0.05,no_invasion_beta0.1,no_invasion_beta0.05,Fiedler,Adj_val,Rnot,network_size,most_infected_node,Modularity,Mean_degree,Centrality,transitivity.gcc_s..type....global..,Diameter
161,insecta_ant_colony3_day34,2,2,0.751263158,0.925473684,0,0,0.9977401,73.59887356,0.013587164,95,91,0.093207628,0.749832027,73.59887356,0.826574669,3
162,insecta_ant_colony3_day35,2,2,0.718904404,0.918105263,2,0,4.955730011,65.68248817,0.015224758,95,39,0.134608593,0.652855543,65.68248817,0.771909701,3
163,insecta_ant_colony3_day36,2,2,0.736943907,0.924680851,1,0,17.87267312,67.63154143,0.014786,94,40,0.115331924,0.692747655,67.63154143,0.779245695,2
164,insecta_ant_colony3_day37,2.01,2,0.724042553,0.916595745,0,0,0.995431651,67.66196068,0.014779353,94,79,0.113285073,0.6792496,67.66196068,0.798006288,3
165,insecta_ant_colony3_day38,2,2,0.73329035,0.917553191,1,0,2.986162799,67.139771,0.014894302,94,66,0.125375285,0.682910089,67.139771,0.782947463,3
166,insecta_ant_colony3_day39,2,2,0.746982664,0.927526882,2,0,15.90450804,68.30410726,0.014640408,93,82,0.112233143,0.715053763,68.30410726,0.784112907,2
167,insecta_ant_colony3_day40,2,2,0.726129032,0.92311828,0,0,16.78163802,64.86279126,0.01541716,93,4,0.125952426,0.666900421,64.86279126,0.765373528,3
168,insecta_ant_colony3_day41,2,2,0.741134752,0.922446809,1,0,2.988052115,67.4508432,0.014825612,94,20,0.117283288,0.684511553,67.4508432,0.785531418,3
169,insecta_ant_colony3,2,2,0.763,0.9673125,0,0,139.8717474,158.2285596,0.006319972,160,44,0,0.994968553,158.2285596,0.995267087,2
170,insecta_ant_colony4_day01,2,2,0.780588235,0.94372549,0,0,39.64755913,84.97833112,0.011767706,102,13,0.058019565,0.828771112,84.97833112,0.855857237,2
171,insecta_ant_colony4_day02,2,2,0.773921569,0.944215686,0,0,15.91421202,83.08309921,0.012036142,102,45,0.063023053,0.805474665,83.08309921,0.843469381,2
172,insecta_ant_colony4_day03,2,2,0.776372549,0.93627451,0,0,9.900103801,81.55192451,0.012262126,102,94,0.074686106,0.787225781,81.55192451,0.832678178,3
173,insecta_ant_colony4_day04,2,2,0.761635968,0.926666667,1,0,8.738529265,76.87896892,0.013007459,102,93,0.092408907,0.728790526,76.87896892,0.805249163,3
174,insecta_ant_colony4_day05,2,2,0.764215686,0.92872549,0,0,9.424452889,79.9485605,0.012508043,102,1,0.075302871,0.762764512,79.9485605,0.826994835,3
175,insecta_ant_colony4_day06,2,2,0.762329174,0.929411765,1,0,9.916311764,79.8125796,0.012529353,102,87,0.084324133,0.757716948,79.8125796,0.832736008,3
176,insecta_ant_colony4_day07,2,2,0.756090315,0.926666667,1,0,9.164085907,77.93094206,0.012831874,102,82,0.081511581,0.73713842,77.93094206,0.814899248,3
177,insecta_ant_colony4_day08,2,2,0.764313725,0.932745098,0,0,10.80711926,78.39279866,0.012756274,102,45,0.084057661,0.748786643,78.39279866,0.811173207,3
178,insecta_ant_colony4_day09,2,2,0.771862745,0.933529412,0,0,12.71695761,81.28201366,0.012302845,102,6,0.073665706,0.774218598,81.28201366,0.843116235,3
179,insecta_ant_colony4_day10,2,2,0.764705882,0.934313725,0,0,12.82150503,81.72564524,0.012236061,102,100,0.067110574,0.783537177,81.72564524,0.83935033,2
180,insecta_ant_colony4_day11,2,2,0.761764706,0.934313725,0,0,24.75789404,73.32215944,0.013638442,102,45,0.097116179,0.697340322,73.32215944,0.763098195,2
181,insecta_ant_colony4_day12,2.01010101,2,0.710529957,0.920547945,1,0,1.967704116,58.4502651,0.017108562,73,63,0.058272707,0.78652968,58.4502651,0.838696641,3
182,insecta_ant_colony4_day13,2.010416667,2,0.724743151,0.914246575,4,0,2.949055845,59.76220877,0.016732983,73,23,0.047894496,0.806316591,59.76220877,0.853298534,3
183,insecta_ant_colony4_day14,2,2,0.729521946,0.922465753,2,0,2.966195496,59.29656767,0.016864383,73,32,0.051251743,0.801750381,59.29656767,0.845656102,3
184,insecta_ant_colony4_day15,2,2.01,0.721184447,0.921232877,1,0,1.971486996,60.30232074,0.01658311,73,15,0.047960879,0.815829528,60.30232074,0.8590537,3
185,insecta_ant_colony4_day16,2.010204082,2,0.72980151,0.920684932,2,0,2.971750311,59.08607588,0.016924461,73,55,0.062985629,0.79718417,59.08607588,0.846319316,3
186,insecta_ant_colony4_day17,2.030612245,2,0.721833939,0.927808219,2,0,6.935498316,58.72747449,0.017027805,73,11,0.056760766,0.794901065,58.72747449,0.837175171,2
187,insecta_ant_colony4_day18,2,2.03,0.712608331,0.916849315,2,0,7.119259883,57.91728824,0.017266002,73,9,0.06955133,0.769406393,57.91728824,0.845676649,3
188,insecta_ant_colony4_day19,2,2.01,0.721369863,0.919315068,0,0,8.783634119,57.99212822,0.01724372,73,37,0.052182824,0.776636225,57.99212822,0.83626093,2
189,insecta_ant_colony4_day20,2,2,0.732591324,0.926986301,4,0,9.938900023,61.02567351,0.016386546,73,65,0.047758989,0.831050228,61.02567351,0.864056565,2
190,insecta_ant_colony4_day21,2,2,0.722031963,0.931232877,4,0,10.91531831,59.60342665,0.016777559,73,54,0.054805536,0.806697108,59.60342665,0.848954143,2
191,insecta_ant_colony4_day22,2.02173913,2,0.68715415,0.914233242,8,1,4.98384707,46.13032503,0.021677714,55,37,0.034980982,0.830976431,46.13032503,0.876226699,2
192,insecta_ant_colony4_day23,2.021276596,2.02,0.680270793,0.917272727,6,0,3.985206072,46.03589373,0.021722181,55,25,0.039570712,0.826936027,46.03589373,0.876888054,2
193,insecta_ant_colony4_day24,2.031914894,2.06,0.654932302,0.899454545,6,0,2.985218935,44.38244914,0.022531429,55,3,0.059598102,0.785858586,44.38244914,0.859986178,2
194,insecta_ant_colony4_day25,2,2.01,0.670381232,0.911090909,7,0,4.964581659,45.23754216,0.022105533,55,24,0.045136436,0.810774411,45.23754216,0.863100039,2
195,insecta_ant_colony4_day26,2,2,0.694777563,0.920363636,6,0,23.99086123,45.89491911,0.021788904,55,22,0.048184183,0.835016835,45.89491911,0.862757767,2
196,insecta_ant_colony4_day27,2.031914894,2.01,0.695357834,0.925636364,6,0,23.7382195,46.67963361,0.021422619,55,16,0.046277475,0.852525253,46.67963361,0.875581214,2
197,insecta_ant_colony4_day28,2.010638298,2.03,0.687234043,0.918,6,0,25.59469531,47.0266014,0.02126456,55,48,0.047736547,0.859259259,47.0266014,0.881527232,2
198,insecta_ant_colony4_day29,2,2,0.682608696,0.918363636,8,0,23.52257478,46.954138,0.021297377,55,50,0.047473584,0.856565657,46.954138,0.881704252,2
199,insecta_ant_colony4_day30,2.02173913,2.01010101,0.695454545,0.912947658,8,1,18.76974691,46.44214585,0.021532166,55,3,0.048219016,0.843097643,46.44214585,0.876953091,2
200,insecta_ant_colony4_day31,2.021052632,2.01,0.675980861,0.913454545,5,0,11.93394583,45.76394034,0.021851265,55,54,0.048559169,0.822222222,45.76394034,0.872045193,2
201,insecta_ant_colony4_day32,2,2,0.605851979,0.888046647,17,2,17.56854699,28.92979315,0.034566441,35,26,0.039545118,0.835294118,28.92979315,0.860348051,2
202,insecta_ant_colony4_day33,2.095238095,2.06122449,0.609183673,0.883090379,16,2,16.5793853,28.46495446,0.035130919,35,15,0.054269055,0.823529412,28.46495446,0.846262341,2
203,insecta_ant_colony4_day34,2.0625,2.020618557,0.601428571,0.875994109,20,3,2.975692343,29.9079263,0.033435952,35,3,0.019090285,0.848739496,29.9079263,0.907597536,3
204,insecta_ant_colony4_day35,2.073170732,2.052631579,0.595470383,0.888721805,18,5,8.850389646,29.6233859,0.033757113,35,25,0.031342505,0.842016807,29.6233859,0.898933575,2
205,insecta_ant_colony4_day36,2.060240964,2.04,0.597590361,0.890285714,17,0,15.08625085,28.5978481,0.034967666,35,26,0.063287339,0.820168067,28.5978481,0.863568884,2
206,insecta_ant_colony4_day37,2.047058824,2.051546392,0.586554622,0.878350515,15,3,2.970987981,28.76741532,0.034761552,35,21,0.040090755,0.813445378,28.76741532,0.877183853,3
207,insecta_ant_colony4_day38,2.04494382,2.02020202,0.604494382,0.884559885,11,1,14.47971886,28.12919535,0.035550253,35,15,0.053539497,0.806722689,28.12919535,0.843484256,2
208,insecta_ant_colony4_day39,2.025316456,2.040816327,0.607594937,0.896793003,21,2,14.60669846,28.79160931,0.034732341,35,19,0.043990432,0.826890756,28.79160931,0.861681151,2
209,insecta_ant_colony4_day40,2,2.06122449,0.597983193,0.865306122,15,2,3.965662348,28.69427164,0.034850161,35,23,0.048453608,0.81512605,28.69427164,0.871493415,2
210,insecta_ant_colony4_day41,2.023255814,2.03030303,0.602657807,0.889177489,14,1,3.971953464,29.62389388,0.033756535,35,10,0.0342,0.840336134,29.62389388,0.901340595,3
211,insecta_ant_colony4,2,2,0.792941176,0.948823529,0,0,83.84548525,99.89084938,0.010010927,102,26,0.000883913,0.988351776,99.89084938,0.98953254,2
212,insecta_ant_colony5_day01,2,2,0.791513158,0.951776316,0,0,46.67076964,121.2577248,0.008246897,152,150,0.074915697,0.788863716,121.2577248,0.823528223,2
213,insecta_ant_colony5_day02,2,2,0.786447368,0.949078947,0,0,26.81409462,122.733176,0.008147756,152,145,0.071169008,0.796531893,122.733176,0.834365294,2
214,insecta_ant_colony5_day03,2,2,0.786381579,0.950065789,0,0,25.4509301,116.7923255,0.008562206,152,100,0.084648609,0.752352736,116.7923255,0.804062794,2
215,insecta_ant_colony5_day04,2,2,0.798289474,0.951578947,0,0,61.54363239,115.2808179,0.00867447,152,104,0.09042269,0.746427327,115.2808179,0.791369353,2
216,insecta_ant_colony5_day05,2,2,0.792631579,0.950263158,0,0,28.77546704,113.7646161,0.008790079,152,63,0.090725744,0.73283374,113.7646161,0.784603468,2
217,insecta_ant_colony5_day06,2,2,0.788289474,0.946184211,0,0,28.7002408,114.1930587,0.0087571,152,47,0.091573102,0.73013245,114.1930587,0.794008107,2
218,insecta_ant_colony5_day07,2,2,0.797236842,0.945592105,0,0,31.43073284,110.2244072,0.009072401,152,86,0.100665181,0.705210875,110.2244072,0.770070601,2
219,insecta_ant_colony5_day08,2,2,0.793947368,0.946184211,0,0,43.32256886,109.3957422,0.009141124,152,151,0.109314539,0.699895434,109.3957422,0.767809226,2
220,insecta_ant_colony5_day09,2,2,0.805921053,0.945263158,0,0,35.09798909,107.2627905,0.009322897,152,59,0.116202606,0.682729174,107.2627905,0.758641376,2
221,insecta_ant_colony5_day10,2,2,0.7925,0.943092105,0,0,30.86107435,106.9329327,0.009351656,152,50,0.116839994,0.677849425,106.9329327,0.761338471,2
222,insecta_ant_colony5_day11,2,2,0.780901116,0.941513158,1,0,28.98161189,93.21877174,0.010727453,152,49,0.14659378,0.585221331,93.21877174,0.685521121,3
223,insecta_ant_colony5_day12,2,2,0.770977444,0.93556391,0,0,4.984369018,96.44831681,0.010368247,133,40,0.094605608,0.690020506,96.44831681,0.786360248,3
224,insecta_ant_colony5_day13,2,2,0.776917293,0.938045113,0,0,23.4529404,95.2673474,0.010496776,133,133,0.108154711,0.682957393,95.2673474,0.780425963,2
225,insecta_ant_colony5_day14,2,2,0.793347004,0.943308271,1,0,28.22019182,97.53831604,0.010252381,133,68,0.105743941,0.710298473,97.53831604,0.78412213,2
226,insecta_ant_colony5_day15,2,2,0.793308271,0.943007519,0,0,37.09125801,93.47196761,0.010698395,133,131,0.121340924,0.682387788,93.47196761,0.755639973,2
227,insecta_ant_colony5_day16,2,2,0.787669173,0.939172932,0,0,9.971024766,93.72434724,0.010669586,133,34,0.120254556,0.675096833,93.72434724,0.768062587,3
228,insecta_ant_colony5_day17,2.01,2,0.788270677,0.940827068,0,0,36.17803406,95.51448912,0.010469616,133,105,0.123365834,0.692868535,95.51448912,0.776552888,2
229,insecta_ant_colony5_day18,2,2,0.799398496,0.941804511,0,0,30.56277977,96.5050671,0.01036215,133,56,0.122400006,0.704032809,96.5050671,0.779145377,3
230,insecta_ant_colony5_day19,2,2,0.779774436,0.940225564,0,0,23.83941556,91.06486685,0.010981183,133,111,0.139938241,0.66017316,91.06486685,0.750146802,2
231,insecta_ant_colony5_day20,2,2,0.783082707,0.941052632,0,0,19.91590189,92.81823969,0.010773745,133,48,0.132632048,0.672932331,92.81823969,0.761081958,3
232,insecta_ant_colony5_day21,2,2,0.784242424,0.937727273,0,0,26.80527645,93.73412191,0.010668474,132,103,0.125870031,0.685056674,93.73412191,0.770616767,2
233,insecta_ant_colony5_day22,2.010204082,2,0.741343729,0.932921348,2,0,14.68063658,68.27611473,0.01464641,89,74,0.075122459,0.75,68.27611473,0.808588292,2
234,insecta_ant_colony5_day23,2,2,0.746206417,0.923483146,3,0,6.854791619,68.91409163,0.01451082,89,44,0.069225616,0.752042901,68.91409163,0.819017577,2
235,insecta_ant_colony5_day24,2,2,0.74906367,0.926179775,1,0,1.932026111,70.57109658,0.014170107,89,7,0.056330131,0.773493361,70.57109658,0.833216302,3
236,insecta_ant_colony5_day25,2,2,0.746453297,0.931011236,1,0,13.65518453,68.20836239,0.014660959,89,7,0.069952967,0.744637385,68.20836239,0.810539318,2
237,insecta_ant_colony5_day26,2,2,0.706067416,0.905505618,0,0,8.834685905,62.09649721,0.016103968,89,19,0.091721984,0.655771195,62.09649721,0.77052142,3
238,insecta_ant_colony5_day27,2,2,0.723258427,0.911460674,0,0,8.117742876,68.64954827,0.014566738,89,86,0.067436717,0.729315628,68.64954827,0.843270071,2
239,insecta_ant_colony5_day28,2,2,0.746292135,0.923595506,0,0,10.08110487,69.53719742,0.014380792,89,52,0.056903312,0.75485189,69.53719742,0.830274164,2
240,insecta_ant_colony5_day29,2.010204082,2,0.732400825,0.911123596,2,0,1.935207207,68.33060299,0.014634731,89,44,0.05878416,0.731869254,68.33060299,0.827099605,3
241,insecta_ant_colony5_day30,2.010204082,2,0.729190553,0.918089888,2,0,4.67556999,68.02651094,0.014700151,89,68,0.06554355,0.730592441,68.02651094,0.823605951,3
242,insecta_ant_colony5_day31,2.020618557,2,0.711803545,0.897640449,3,0,8.093186309,62.39756642,0.016026266,89,18,0.083283663,0.652706844,62.39756642,0.776011588,3
243,insecta_ant_colony5_day32,2,2.01010101,0.687137331,0.902662994,6,1,2.960225194,49.11985785,0.020358365,66,63,0.050667834,0.720745921,49.11985785,0.791775264,3
244,insecta_ant_colony5_day33,2.052083333,2,0.676925505,0.906060606,4,0,6.199525859,47.53991298,0.021034956,66,13,0.068502987,0.692307692,47.53991298,0.774448269,2
245,insecta_ant_colony5_day34,2.010416667,2.02,0.660195707,0.894090909,4,0,6.200388733,46.23725387,0.021627582,66,34,0.089348846,0.664335664,46.23725387,0.767254619,2
246,insecta_ant_colony5_day35,2,2.02,0.670087977,0.89469697,7,0,4.515779237,48.50124165,0.020618029,66,65,0.066750043,0.702097902,48.50124165,0.794616138,3
247,insecta_ant_colony5_day36,2.021505376,2.02,0.669436298,0.899848485,7,0,1.992244018,49.85279807,0.020059055,66,30,0.060973549,0.724475524,49.85279807,0.811198105,2
248,insecta_ant_colony5_day37,2.020408163,2.01,0.676252319,0.903787879,2,0,8.169415319,47.53097723,0.021038911,66,63,0.08439088,0.695571096,47.53097723,0.77292859,2
249,insecta_ant_colony5_day38,2.010526316,2,0.683413078,0.905757576,5,0,5.893710079,50.05032452,0.01997989,66,64,0.053578847,0.731934732,50.05032452,0.809329128,3
250,insecta_ant_colony5_day39,2.010752688,2.02,0.669436298,0.904090909,7,0,7.494788626,48.31811893,0.02069617,66,65,0.066665084,0.6997669,48.31811893,0.791593375,2
251,insecta_ant_colony5_day40,2.041666667,2.010204082,0.686868687,0.904298083,4,2,8.147005991,48.21095741,0.020742173,66,13,0.06938583,0.704895105,48.21095741,0.781737755,2
252,insecta_ant_colony5_day41,2,2,0.676609848,0.909090909,4,0,9.517388878,47.97834556,0.020842736,66,44,0.079864287,0.703030303,47.97834556,0.779159266,2
253,insecta_ant_colony5,2,2,0.773815789,0.968552632,0,0,127.090264,149.5957869,0.00668468,152,28,0,0.990153364,149.5957869,0.991168592,2
254,insecta_ant_colony6_day01,2,2,0.778231707,0.959695122,0,0,40.73911305,133.6710144,0.007481053,164,137,0.085313903,0.802857998,133.6710144,0.847561001,2
255,insecta_ant_colony6_day02,2,2,0.784878049,0.953841463,0,0,42.49014561,128.6214492,0.007774753,164,126,0.092916248,0.768517133,128.6214492,0.822572154,2
256,insecta_ant_colony6_day03,2,2,0.778231707,0.949085366,0,0,19.916306,128.2326454,0.007798326,164,58,0.087565719,0.754900494,128.2326454,0.831190531,3
257,insecta_ant_colony6_day04,2,2,0.786646341,0.951219512,0,0,12.96289769,129.6187234,0.007714935,164,14,0.088614305,0.771584618,129.6187234,0.830601876,2
258,insecta_ant_colony6_day05,2,2,0.779817073,0.950609756,0,0,11.95293451,126.4024265,0.007911241,164,19,0.101380969,0.748541074,126.4024265,0.817409594,2
259,insecta_ant_colony6_day06,2,2,0.786402439,0.946707317,0,0,7.945972459,123.3883367,0.008104494,164,156,0.101769436,0.727667215,123.3883367,0.802816972,3
260,insecta_ant_colony6_day07,2,2,0.777743902,0.948597561,0,0,6.985120942,124.513813,0.008031237,164,124,0.102552654,0.737692653,124.513813,0.805637624,3
261,insecta_ant_colony6_day08,2,2,0.778536585,0.943292683,0,0,6.975210984,123.4120763,0.008102935,164,119,0.095644871,0.72302858,123.4120763,0.807151821,3
262,insecta_ant_colony6_day09,2,2,0.777804878,0.952743902,0,0,8.987652689,135.6676931,0.007370952,164,60,0.07014756,0.806075116,135.6676931,0.865408925,3
263,insecta_ant_colony6_day10,2,2,0.787743902,0.94445122,0,0,5.976214612,119.6888674,0.008354996,164,26,0.129890133,0.699835403,119.6888674,0.795921349,3
264,insecta_ant_colony6_day11,2,2,0.782317073,0.935914634,0,0,0.997456919,103.9451571,0.009620458,164,41,0.175011957,0.601675894,103.9451571,0.721768665,3
265,insecta_ant_colony6_day12,2,2,0.783776224,0.936433566,0,0,7.942020077,97.47322778,0.010259227,143,114,0.15481068,0.652516498,97.47322778,0.757241016,3
266,insecta_ant_colony6_day13,2,2,0.782867133,0.938881119,0,0,14.9234253,103.2593373,0.009684354,143,93,0.132673297,0.696148922,103.2593373,0.783651221,2
267,insecta_ant_colony6_day14,2,2,0.790979021,0.938741259,0,0,15.85834973,102.5078109,0.009755354,143,141,0.140042202,0.693095637,102.5078109,0.777844706,2
268,insecta_ant_colony6_day15,2,2,0.787062937,0.94,0,0,4.985744988,104.0218095,0.009613369,143,17,0.13107704,0.699103713,104.0218095,0.792187474,3
269,insecta_ant_colony6_day16,2,2,0.779370629,0.938951049,0,0,11.93850574,97.47110764,0.01025945,143,11,0.150691079,0.651137595,97.47110764,0.757619944,3
270,insecta_ant_colony6_day17,2,2,0.785034965,0.944545455,0,0,12.94755518,104.563678,0.00956355,143,116,0.133451473,0.706983158,104.563678,0.790998706,2
271,insecta_ant_colony6_day18,2,2,0.793706294,0.938811189,0,0,6.986153319,102.9704725,0.009711522,143,51,0.133915026,0.69545947,102.9704725,0.781347947,2
272,insecta_ant_colony6_day19,2,2,0.78972028,0.93951049,0,0,8.956765035,104.9004996,0.009532843,143,113,0.126035024,0.710036442,104.9004996,0.789178244,2
273,insecta_ant_colony6_day20,2,2,0.788251748,0.936783217,0,0,8.95462443,99.05214055,0.010095693,143,78,0.140809102,0.66581306,99.05214055,0.756829016,3
274,insecta_ant_colony6_day21,2,2,0.786293706,0.94,0,0,9.954448163,103.4296459,0.009668408,143,110,0.134057349,0.701369053,103.4296459,0.780046742,3
275,insecta_ant_colony6_day22,2,2,0.784237288,0.934491525,0,0,9.951688718,86.34187698,0.011581865,118,21,0.111815126,0.707663335,86.34187698,0.784931921,3
276,insecta_ant_colony6_day23,2,2,0.783220339,0.938728814,0,0,12.9445244,86.14040613,0.011608954,118,38,0.113610003,0.708097928,86.14040613,0.779843298,2
277,insecta_ant_colony6_day24,2.01,2,0.767288136,0.93059322,0,0,14.72406819,81.64148389,0.012248675,118,69,0.121398302,0.657105606,81.64148389,0.759529941,2
278,insecta_ant_colony6_day25,2,2,0.766478343,0.932033898,1,0,14.92591535,83.12800142,0.012029641,118,25,0.118342064,0.674779082,83.12800142,0.765260009,3
279,insecta_ant_colony6_day26,2,2,0.779322034,0.930762712,0,0,10.91539345,86.21128328,0.01159941,118,102,0.093575384,0.701434159,86.21128328,0.784303406,3
280,insecta_ant_colony6_day27,2,2,0.766186441,0.93279661,0,0,7.976395578,84.94721065,0.011772017,118,60,0.099145084,0.693611473,84.94721065,0.770380749,3
281,insecta_ant_colony6_day28,2,2,0.771779661,0.933728814,0,0,11.95721757,84.92459256,0.011775152,118,114,0.102376839,0.693032015,84.92459256,0.772151205,3
282,insecta_ant_colony6_day29,2,2,0.782514701,0.938050847,2,0,7.948694126,90.30561604,0.011073508,118,102,0.089799581,0.740547588,90.30561604,0.813268341,2
283,insecta_ant_colony6_day30,2,2,0.773474576,0.93059322,0,0,9.966981444,83.81910166,0.011930455,118,2,0.115711766,0.682167174,83.81910166,0.767110639,3
284,insecta_ant_colony6_day31,2,2,0.760338983,0.928474576,0,0,6.977122698,78.93173029,0.012669176,118,29,0.122134193,0.63494133,78.93173029,0.734687237,2
285,insecta_ant_colony6_day32,2,2,0.734175824,0.917252747,0,0,8.948983014,65.70163355,0.015220322,91,30,0.097417563,0.687912088,65.70163355,0.786177557,3
286,insecta_ant_colony6_day33,2,2,0.72039072,0.918681319,1,0,11.91135414,63.43268226,0.015764744,91,66,0.107846079,0.663736264,63.43268226,0.761838448,3
287,insecta_ant_colony6_day34,2,2,0.711428571,0.915824176,0,0,10.68815695,61.88298703,0.01615953,91,62,0.093955744,0.638827839,61.88298703,0.751723877,3
288,insecta_ant_colony6_day35,2.02,2,0.711098901,0.90967033,0,0,7.956028112,63.02939427,0.015865613,91,48,0.083627418,0.652014652,63.02939427,0.760418683,3
289,insecta_ant_colony6_day36,2,2,0.71902834,0.917142857,5,0,10.91493032,63.87946562,0.015654483,91,82,0.095133979,0.663492063,63.87946562,0.768431351,3
290,insecta_ant_colony6_day37,2,2,0.698967699,0.90978022,1,0,13.49845341,61.26980458,0.016321253,91,69,0.100384866,0.627594628,61.26980458,0.751389339,3
291,insecta_ant_colony6_day38,2,2,0.701030928,0.90956044,3,0,6.950613932,59.24800061,0.016878207,91,62,0.11652615,0.604395604,59.24800061,0.731927962,3
292,insecta_ant_colony6_day39,2.01010101,2,0.688422688,0.902307692,1,0,9.916379453,58.41646319,0.017118462,91,74,0.110191474,0.597557998,58.41646319,0.720855699,3
293,insecta_ant_colony6,2,2,0.762378049,0.968902439,0,0,120.89831,161.0451622,0.006209438,164,160,0.003448799,0.987056711,161.0451622,0.988887631,2
294,insecta_ant_trophallaxis_colony1_day1,3.05,6.011904762,0.127083333,0.375496032,80,16,0.229753299,3.547647616,0.281876925,24,1,0.473829201,0.119565217,3.547647616,0.148148148,6
295,insecta_ant_trophallaxis_colony1_day2,3.37037037,6.320987654,0.12191358,0.324074074,73,19,0.099015301,3.214556581,0.311084896,24,8,0.489746094,0.115942029,3.214556581,0.09375,10
296,insecta_ant_trophallaxis_colony1_day3,3,7.666666667,0.120204604,0.290391841,83,19,0.116369902,3.051710442,0.327685086,23,17,0.5592,0.098814229,3.051710442,0.0625,8
297,insecta_ant_trophallaxis_colony1_day4,3.64,5.404494382,0.101935484,0.353751359,75,11,0.137443602,4.499048845,0.222269203,31,23,0.42870077,0.101075269,4.499048845,0.124137931,7
298,insecta_ant_trophallaxis_colony1_day5,2.823529412,7.192307692,0.129411765,0.292307692,83,22,0.075616173,2.856296638,0.350103693,20,2,0.526859504,0.115789474,2.856296638,0.083333333,10
299,insecta_ant_trophallaxis_colony1_day6,3.375,10.16666667,0.321428571,0.433333333,92,70,0.198062264,1.847759065,0.5411961,7,6,0.319444444,0.285714286,1.847759065,0,6
300,insecta_ant_trophallaxis_colony1_day7,3.3,4.9,0.134482759,0.375095785,70,10,0.279559188,3.746491986,0.266916359,29,26,0.470795024,0.10591133,3.746491986,0.127118644,6
301,insecta_ant_trophallaxis_colony1_day8,3.257142857,4.545454545,0.105019305,0.442806443,65,1,0.366720874,4.509930809,0.221732892,37,11,0.44041955,0.102102102,4.509930809,0.170305677,6
302,insecta_ant_trophallaxis_colony1,2.402298851,2.2,0.352116625,0.772682927,13,0,1.837430606,14.28798492,0.069988876,41,13,0.14956665,0.312195122,14.28798492,0.394387001,3
303,insecta_ant_trophallaxis_colony2_day1,3.538461538,7.34939759,0.140532544,0.345690454,74,17,0.12820458,3.745790295,0.26696636,26,17,0.486882716,0.110769231,3.745790295,0.197802198,8
304,insecta_ant_trophallaxis_colony2_day2,2.421052632,7.55952381,0.120614035,0.34077381,81,16,0.186382694,3.291417665,0.303820451,24,20,0.451666667,0.108695652,3.291417665,0.047619048,8
305,insecta_ant_trophallaxis_colony2_day3,3.15625,5.820224719,0.1171875,0.407704655,68,11,0.258642847,4.214438641,0.237279525,28,7,0.404197531,0.119047619,4.214438641,0.06870229,7
306,insecta_ant_trophallaxis_colony2_day4,3.151515152,6.448275862,0.133333333,0.395402299,67,13,0.325990983,3.98229353,0.251111575,25,1,0.42184076,0.123333333,3.98229353,0.136363636,6
307,insecta_ant_trophallaxis_colony2_day5,2.416666667,5.5,0.105555556,0.265789474,76,24,0.046639627,2.594113838,0.385488094,30,10,0.610351563,0.073563218,2.594113838,0.058823529,10
308,insecta_ant_trophallaxis_colony2_day6,2.92,5.6,0.104242424,0.354010695,75,15,0.168834027,3.96868465,0.251972653,33,18,0.481805293,0.087121212,3.96868465,0.06870229,8
309,insecta_ant_trophallaxis_colony2_day7,3.166666667,6.329787234,0.129032258,0.393617021,70,6,0.368194495,4.756329422,0.210246161,31,6,0.408468935,0.111827957,4.756329422,0.139896373,6
310,insecta_ant_trophallaxis_colony2_day8,3.060606061,5.361702128,0.148148148,0.445232467,67,6,0.275717293,4.647651366,0.215162438,27,4,0.389105903,0.136752137,4.647651366,0.186440678,6
311,insecta_ant_trophallaxis_colony2,2.376470588,2.397959184,0.370437406,0.747252747,15,2,0.918164964,14.69437761,0.06805324,39,7,0.154743857,0.330634278,14.69437761,0.443886592,4
312,insecta_beetle_group_c1_period_1,2.432835821,2.354166667,0.388557214,0.792708333,33,4,5.164453904,13.38373114,0.07471758,30,1,0.150372535,0.425287356,13.38373114,0.471954426,3
